accountNumber,balance,betweenness,communityId,communitySize,cycleCount,fraudScore,freq,inDegree,intermediateAccount,is_suspicious,outDegree,pagerank,regularIntervalTransaction,suspicious,triangleCount,type,user
ACC003088,33180.04,0.0002912153171939738,9,1048,0,10.65,9,5,20,False,4,0.00012202239465457755,True,False,1,SAVINGS,User_3088
ACC003089,64238.15,3.2468970073667236e-05,9,1048,0,4.52,5,1,5,False,5,1.7910267153249084e-05,True,False,0,SAVINGS,User_3089
ACC003090,60130.09,0.000622405756524079,4,992,0,25.23,44,8,48,False,6,0.0001705348368717756,True,False,0,BUSINESS,User_3090
ACC003091,36607.68,0.00015654655184000279,6,1017,0,15.57,39,7,28,False,4,5.156627214847839e-05,True,False,0,BUSINESS,User_3091
ACC003092,65104.36,0.00025851933288118244,9,1048,0,14.25,21,10,20,False,2,0.00022224508660846485,True,False,0,CURRENT,User_3092
ACC003093,22417.29,0.00010706327505293778,1,1054,0,3.56,7,1,4,False,4,4.766452043262249e-05,True,False,0,SAVINGS,User_3093
ACC003094,33598.58,0.00017511483915903334,7,1027,0,9.62,10,7,14,False,2,0.00010451122108409949,False,False,0,SAVINGS,User_3094
ACC003095,78304.56,0.0001292219309424459,2,1008,0,6.61,38,7,7,False,1,0.00010148049076684556,True,False,0,BUSINESS,User_3095
ACC003096,14788.34,0.0002160096919515022,2,1008,0,13.12,34,6,24,False,4,0.000100768333022991,True,False,0,SAVINGS,User_3096
ACC003097,96317.7,7.012577028779555e-05,5,989,0,11.14,4,8,16,False,2,0.00013386565920928936,False,False,0,CURRENT,User_3097
ACC003098,83074.16,0.00027984184226982715,3,990,0,15.73,46,7,28,False,4,0.00020232668641558026,False,False,0,CURRENT,User_3098
ACC003099,54988.4,0.00047559342070564194,3,990,0,17.22,19,12,24,False,2,0.00017617001913612656,True,False,0,SAVINGS,User_3099
ACC003100,98159.53,0.0002230485577557693,2,1008,0,14.14,30,10,20,False,2,0.00011360012013190106,False,False,0,SAVINGS,User_3100
ACC003101,31759.47,0.00016914322134184225,8,1028,0,10.6,36,5,20,False,4,8.7475402971471e-05,True,False,0,SAVINGS,User_3101
ACC003102,17243.1,0.00048398110370770364,1,1054,0,21.67,42,8,40,False,5,0.00011892378040058333,True,False,0,SAVINGS,User_3102
ACC003103,52360.04,0.0001450091272087245,8,1028,0,6.59,13,4,12,False,3,7.759336926319988e-05,False,False,0,BUSINESS,User_3103
ACC003104,14897.83,0.0003935623383731185,1,1054,0,15.71,4,4,28,False,7,0.00016577782483378218,True,False,0,CURRENT,User_3104
ACC003105,5547.7,2.4905311950800054e-05,7,1027,0,3.53,16,3,6,False,2,2.3148177119865025e-05,True,False,0,SAVINGS,User_3105
ACC003106,30396.32,0.0007168206734669022,0,1045,0,18.19,37,8,32,False,4,0.00012229337751279765,True,False,0,BUSINESS,User_3106
ACC003107,2141.52,5.078388088478572e-05,4,992,0,3.54,3,3,6,False,2,3.2464778646968455e-05,False,False,0,SAVINGS,User_3107
ACC003108,83186.7,0.000674218199056103,4,992,0,15.68,35,6,30,False,5,0.00011217813984613083,False,False,0,SAVINGS,User_3108
ACC003109,19431.21,0.00030443102488334926,9,1048,0,18.17,36,8,32,False,4,0.00013578783168680109,True,False,0,BUSINESS,User_3109
ACC003110,17092.51,0.00020203394945114234,1,1054,0,10.58,34,6,18,False,3,6.34769316610804e-05,True,False,0,CURRENT,User_3110
ACC003111,7828.45,0.00028829887582797496,3,990,0,10.66,16,5,20,False,4,0.00012629672763726877,True,False,0,SAVINGS,User_3111
ACC003112,10373.62,0.0,4,992,0,0.16,17,4,0,False,0,0.0001607998120299451,False,False,0,SAVINGS,User_3112
ACC003113,34189.35,0.00032239425925115905,2,1008,0,15.64,26,6,30,False,5,0.000105002551785157,True,False,1,BUSINESS,User_3113
ACC003114,88576.59,0.00037696089536886897,4,992,0,15.74,43,7,28,False,4,0.00020637075502138666,True,False,0,BUSINESS,User_3114
ACC003115,69755.43,7.462362432556415e-06,0,1045,0,2.54,13,3,3,False,1,3.747236303716209e-05,True,False,0,BUSINESS,User_3115
ACC003116,40693.8,0.0004913724482267647,2,1008,0,25.17,16,8,48,False,6,0.0001233256894654403,True,False,0,SAVINGS,User_3116
ACC003117,70983.64,0.0003436539379817658,2,1008,0,21.67,42,8,40,False,5,0.00013622472833477306,True,False,0,SAVINGS,User_3117
ACC003118,1667.91,0.0004539405262055883,3,990,0,10.74,28,5,20,False,4,0.00019113592175321528,True,False,0,SAVINGS,User_3118
ACC003119,57491.24,0.0,0,1045,0,0.06,44,9,0,False,0,6.474870191438611e-05,True,False,1,CURRENT,User_3119
ACC003120,58051.48,8.501470587130056e-05,1,1054,0,3.55,50,2,6,False,3,4.585255993238551e-05,True,False,0,CURRENT,User_3120
ACC003121,88297.06,0.0005419714297191407,8,1028,0,15.7,20,7,28,False,4,0.00014931536824528834,False,False,0,SAVINGS,User_3121
ACC003122,26780.03,0.00026411345181810285,4,992,0,12.6,21,5,25,False,5,6.898140954357136e-05,False,False,0,SAVINGS,User_3122
ACC003123,91228.88,6.805147748407981e-05,6,1017,0,6.56,42,5,10,False,2,5.0172136154889114e-05,False,False,0,BUSINESS,User_3123
ACC003124,30071.67,0.00010973576759453846,3,990,0,15.58,10,7,28,False,4,7.13576542824739e-05,True,False,0,CURRENT,User_3124
ACC003125,27984.41,4.752588379438373e-05,2,1008,0,5.54,20,6,6,False,1,3.7420772836913935e-05,True,False,0,SAVINGS,User_3125
ACC003126,16390.8,0.000667112516811757,2,1008,0,18.72,36,5,35,False,7,0.00015384818798547289,False,False,1,BUSINESS,User_3126
ACC003127,16624.04,0.00021267886878149322,3,990,0,8.65,21,5,15,False,3,0.000128743506946209,False,False,0,SAVINGS,User_3127
ACC003128,63464.69,0.00026525441592094897,5,989,0,18.57,11,3,30,False,10,4.19318775550771e-05,True,False,0,SAVINGS,User_3128
ACC003129,3280.61,0.00028709502130699595,5,989,0,18.62,20,7,35,False,5,8.872843814473948e-05,True,False,0,SAVINGS,User_3129
ACC003130,83985.03,0.0003866444220193134,3,990,0,15.67,25,6,30,False,5,0.00012855898157188855,False,False,0,CURRENT,User_3130
ACC003131,54381.32,0.00014101493981153094,7,1027,0,11.12,2,8,16,False,2,0.00010810175083673998,False,False,0,BUSINESS,User_3131
ACC003132,75585.55,0.0002547236782627433,1,1054,0,16.66,37,9,27,False,3,0.00013556031369556137,True,False,0,CURRENT,User_3132
ACC003133,93954.76,0.0002880639010757885,4,992,0,15.62,12,6,30,False,5,9.00413372868264e-05,False,False,0,BUSINESS,User_3133
ACC003134,31414.89,0.00014295022709184796,6,1017,0,11.14,36,8,16,False,2,0.00012597509332315897,True,False,0,SAVINGS,User_3134
ACC003135,49248.24,0.0030343024936199726,0,1045,0,100,5,5,270,True,54,8.902958720711883e-05,False,True,2,CURRENT,User_3135
ACC003136,3216.87,0.0003143224893591659,8,1028,0,12.61,41,3,21,False,7,8.339286437886391e-05,False,False,0,BUSINESS,User_3136
ACC003137,3630.84,0.0,7,1027,0,0.06,18,4,0,False,0,5.95704083414156e-05,True,False,0,CURRENT,User_3137
ACC003138,86409.48,0.0010309964445744306,2,1008,0,21.7,22,7,42,False,6,9.19331313646943e-05,True,False,0,SAVINGS,User_3138
ACC003139,63423.36,3.909774847046988e-05,5,989,0,4.54,21,5,5,False,1,3.8851344313597095e-05,True,False,0,BUSINESS,User_3139
ACC003140,18792.81,0.0006799552807231552,1,1054,0,20.76,39,9,36,False,4,0.0001900102694284344,False,False,0,BUSINESS,User_3140
ACC003141,60362.35,0.00011063877846273781,9,1048,0,5.06,31,2,8,False,4,4.52704483163412e-05,True,False,0,BUSINESS,User_3141
ACC003142,74749.08,0.00017495051132395583,3,990,0,6.62,26,4,12,False,3,0.00010332059582697528,False,False,0,BUSINESS,User_3142
ACC003143,83586.91,0.00010438971335705784,9,1048,0,6.56,46,3,12,False,4,5.379431394449898e-05,False,False,0,SAVINGS,User_3143
ACC003144,26309.03,0.00016487909364499328,0,1045,0,6.61,44,4,12,False,3,9.766648920050303e-05,True,False,0,SAVINGS,User_3144
ACC003145,47154.66,7.894441641169978e-05,4,992,0,6.56,14,4,12,False,3,5.33924778772414e-05,True,False,1,SAVINGS,User_3145
ACC003146,98587.84,0.0002683809106880594,2,1008,0,15.65,46,7,28,False,4,0.00012807820688346398,False,False,0,SAVINGS,User_3146
ACC003147,74208.36,0.0004481668653765713,8,1028,0,10.59,23,4,20,False,5,4.5930170965961354e-05,True,False,0,BUSINESS,User_3147
ACC003148,32271.89,0.00014869365620386954,6,1017,0,12.64,19,9,18,False,2,0.0001204958829096701,True,False,0,SAVINGS,User_3148
ACC003149,79885.99,0.0005843399363824172,1,1054,0,25.74,40,11,44,False,4,0.00017905348576246008,False,False,2,SAVINGS,User_3149
ACC003150,45943.99,4.2347029078887125e-05,8,1028,0,3.58,47,4,4,False,1,7.882800272427228e-05,True,False,0,SAVINGS,User_3150
ACC003151,56841.44,0.0003626179856508142,4,992,0,13.13,47,6,24,False,4,8.971424757161684e-05,False,False,0,BUSINESS,User_3151
ACC003152,84280.97,0.00022210084136954714,8,1028,0,12.58,44,7,21,False,3,5.5523559558223944e-05,True,False,0,BUSINESS,User_3152
ACC003153,53955.49,0.00042091162171669527,2,1008,0,8.11,3,2,12,False,6,7.035607695848292e-05,False,False,0,SAVINGS,User_3153
ACC003154,48063.48,8.011688837437945e-05,8,1028,0,8.1,33,6,12,False,2,9.145310596703745e-05,False,False,0,BUSINESS,User_3154
ACC003155,36068.27,0.00023023020245409,1,1054,0,15.6,13,7,28,False,4,7.238472980675405e-05,True,False,0,SAVINGS,User_3155
ACC003156,41808.45,0.0002507866908202793,3,990,0,8.1,30,4,16,False,4,7.706671918211956e-05,True,False,0,CURRENT,User_3156
ACC003157,29464.77,0.0007742103696392955,1,1054,0,23.24,27,10,40,False,4,0.00015908322579394858,False,False,0,SAVINGS,User_3157
ACC003158,61383.12,0.0003491295103893927,9,1048,0,25.11,38,8,48,False,6,7.49001524279339e-05,True,False,0,CURRENT,User_3158
ACC003159,97116.14,0.00013100100270657734,9,1048,0,5.07,29,4,8,False,2,5.2893915675368676e-05,False,False,0,SAVINGS,User_3159
ACC003160,14085.52,0.0002337625603045949,0,1045,0,10.64,39,5,20,False,4,0.0001203656955428994,False,False,0,BUSINESS,User_3160
ACC003161,37850.46,0.0005003230223010525,5,989,0,18.24,3,6,36,False,6,0.0001871290850665418,False,False,1,CURRENT,User_3161
ACC003162,42874.68,0.00027083715397416324,6,1017,0,15.64,47,7,28,False,4,0.00011019873119521609,False,False,0,SAVINGS,User_3162
ACC003163,72457.95,0.0005823005280398977,2,1008,0,24.64,15,5,45,False,9,7.766526995621493e-05,False,False,0,SAVINGS,User_3163
ACC003164,36383.82,5.21068375120263e-05,4,992,0,5.03,3,4,8,False,2,2.1904238352889183e-05,False,False,0,BUSINESS,User_3164
ACC003165,84829.95,0.00047989851806287594,4,992,0,15.68,24,7,28,False,4,0.00013349971061539127,False,False,0,SAVINGS,User_3165
ACC003166,94737.04,0.00040737881465899105,7,1027,0,35.69,31,11,66,False,6,0.0001452270836907091,False,False,0,SAVINGS,User_3166
ACC003167,84404.91,5.75118105173893e-05,9,1048,0,3.56,5,2,6,False,3,5.010190586481259e-05,False,False,0,SAVINGS,User_3167
ACC003168,37320.75,0.0003786451512459184,2,1008,0,21.6,27,6,42,False,7,6.347765596989895e-05,False,False,0,CURRENT,User_3168
ACC003169,92115.7,0.0009821780550708925,1,1054,0,13.16,44,4,24,False,6,5.9944896275641446e-05,False,False,0,CURRENT,User_3169
ACC003170,34177.79,0.0,3,990,0,0.11,8,8,0,False,0,0.0001110097012720693,False,False,0,CURRENT,User_3170
ACC003171,86969.19,0.0002279017628556116,8,1028,0,15.6,16,7,28,False,4,7.529590442515764e-05,False,False,0,SAVINGS,User_3171
ACC003172,81812.97,0.0011630885601332322,2,1008,1,46.72,11,12,84,False,7,0.00010760537859993474,False,False,2,BUSINESS,User_3172
ACC003173,67923.69,0.0,4,992,0,0.04,41,4,0,False,0,4.23470141540575e-05,False,False,0,CURRENT,User_3173
ACC003174,27773.13,0.00024661899250178653,8,1028,0,6.63,6,4,12,False,3,0.00010745456971103953,False,False,0,CURRENT,User_3174
ACC003175,40714.58,0.0002784059941878587,9,1048,0,8.63,10,5,15,False,3,9.91064908731485e-05,True,False,0,CURRENT,User_3175
ACC003176,19497.2,0.000765925805086394,6,1017,0,35.69,10,11,66,False,6,0.00011701145308764788,True,False,0,CURRENT,User_3176
ACC003177,27629.82,0.00020176172009046253,4,992,0,10.58,15,5,20,False,4,5.715850746411156e-05,True,False,0,BUSINESS,User_3177
ACC003178,49835.18,4.37280345999137e-05,3,990,0,9.63,31,10,10,False,1,0.00012211287613339775,False,False,0,SAVINGS,User_3178
ACC003179,74122.02,5.673849712656094e-05,1,1054,0,8.06,24,6,12,False,2,5.119090985862658e-05,False,False,0,CURRENT,User_3179
ACC003180,61626.79,0.0001101205118931752,5,989,0,10.55,8,3,18,False,6,3.527036591259415e-05,True,False,0,BUSINESS,User_3180
ACC003181,69959.35,0.00020277529021373164,6,1017,0,12.57,47,5,25,False,5,5.426729544610397e-05,True,False,0,SAVINGS,User_3181
ACC003182,84375.62,0.0004371626519975855,3,990,0,13.09,24,4,24,False,6,4.951267174062905e-05,True,False,0,BUSINESS,User_3182
ACC003183,65075.06,0.0004660822127377582,9,1048,0,21.68,21,8,40,False,5,0.0001380969436849746,True,False,0,SAVINGS,User_3183
ACC003184,59274.36,0.00022049846822400085,2,1008,0,15.71,29,11,22,False,2,0.00018688314228764322,True,False,0,CURRENT,User_3184
ACC003185,86925.49,0.00016520447601618,9,1048,0,10.58,22,5,20,False,4,6.846968279286782e-05,False,False,0,CURRENT,User_3185
ACC003186,41072.22,0.0005628179025275879,3,990,0,28.64,15,8,56,False,7,8.848075168942316e-05,False,False,0,BUSINESS,User_3186
ACC003187,96250.29,0.0004541086864769112,0,1045,0,4.57,48,3,9,False,3,2.050462161475093e-05,True,False,0,BUSINESS,User_3187
ACC003188,9723.97,3.736333967226084e-05,0,1045,0,7.56,17,8,8,False,1,5.732250131905895e-05,True,False,0,BUSINESS,User_3188
ACC003189,50121.1,0.00015452425734478525,4,992,0,5.1,43,4,8,False,2,8.123839883141586e-05,False,False,0,CURRENT,User_3189
ACC003190,95949.59,0.0005806794007731804,7,1027,0,27.69,8,10,50,False,5,0.00013308385743794043,False,False,1,CURRENT,User_3190
ACC003191,87321.76,1.4610140822892947e-05,4,992,0,3.52,11,1,4,False,4,1.695198271194967e-05,True,False,0,BUSINESS,User_3191
ACC003192,49084.75,0.0006457321124154,7,1027,0,28.67,37,7,56,False,8,0.00010170789407855283,False,False,0,SAVINGS,User_3192
ACC003193,50100.43,0.00027186612004820077,8,1028,0,15.56,18,5,30,False,6,3.771904755901565e-05,True,False,1,CURRENT,User_3193
ACC003194,15592.8,0.00025832128427686637,5,989,0,15.58,29,5,30,False,6,5.638650946843662e-05,True,False,0,BUSINESS,User_3194
ACC003195,6455.98,0.00012246502065486696,7,1027,0,5.64,38,6,6,False,1,0.00012350172964821455,False,False,0,SAVINGS,User_3195
ACC003196,76793.47,0.0002910902871336094,0,1045,0,13.12,4,6,24,False,4,8.900086845495969e-05,False,False,0,CURRENT,User_3196
ACC003197,70840.46,0.0009386507681197201,0,1045,0,39.31,24,12,72,False,6,0.00021358398840372962,True,False,1,BUSINESS,User_3197
ACC003198,39466.86,0.00047986867994870465,4,992,0,18.14,46,6,36,False,6,8.921640971100982e-05,True,False,0,CURRENT,User_3198
ACC003199,18735.4,0.00039670404250073216,6,1017,0,18.65,38,7,35,False,5,0.00010843766261652795,False,False,0,CURRENT,User_3199
ACC003200,28644.37,4.70778717602582e-05,0,1045,0,2.05,49,2,4,False,2,4.751348615366383e-05,True,False,0,CURRENT,User_3200
ACC003201,4049.65,0.0003387039088365706,9,1048,0,12.59,18,5,25,False,5,5.754824507292295e-05,True,False,0,CURRENT,User_3201
ACC003202,12000.52,0.0008766910908070298,1,1054,0,21.75,23,7,42,False,6,0.0001577025663354131,True,False,0,SAVINGS,User_3202
ACC003203,43754.31,9.887860594535385e-05,5,989,0,9.6,38,7,14,False,2,8.984171953484593e-05,True,False,0,SAVINGS,User_3203
ACC003204,57869.19,0.0009395749165241573,4,992,0,10.77,44,6,18,False,3,0.00017956639966388918,False,False,0,SAVINGS,User_3204
ACC003205,31206.38,0.00022514101182825107,8,1028,0,15.62,29,6,30,False,5,9.90850229571635e-05,False,False,1,CURRENT,User_3205
ACC003206,69025.29,8.64461343433444e-05,3,990,0,4.58,21,3,9,False,3,7.249705752398889e-05,True,False,0,CURRENT,User_3206
ACC003207,50413.9,9.903288054377503e-05,2,1008,0,9.76,15,10,10,False,1,0.00024610546321718714,False,False,0,SAVINGS,User_3207
ACC003208,60857.03,0.0003969055409296143,9,1048,0,18.64,37,7,35,False,5,9.742776027668104e-05,False,False,0,BUSINESS,User_3208
ACC003209,25158.75,8.309357343022012e-05,3,990,0,5.07,21,4,8,False,2,6.089344091718986e-05,False,False,0,CURRENT,User_3209
ACC003210,48973.04,0.00043850771161754276,9,1048,1,17.6,11,6,30,False,5,5.1616301955392536e-05,False,False,1,BUSINESS,User_3210
ACC003211,67588.71,0.0002111368547507207,5,989,0,10.61,27,5,20,False,4,9.311639313087934e-05,False,False,0,BUSINESS,User_3211
ACC003212,51943.6,0.0006596055215513033,6,1017,0,32.18,12,10,60,False,6,0.00011528712313715047,True,False,0,CURRENT,User_3212
ACC003213,1659.46,0.0001512269614808018,4,992,0,14.11,39,10,20,False,2,9.901807183693169e-05,True,False,0,BUSINESS,User_3213
ACC003214,4898.48,0.0003468247612117759,1,1054,0,15.7,32,7,28,False,4,0.00016300474015204232,False,False,0,SAVINGS,User_3214
ACC003215,70035.35,0.0,0,1045,0,0.02,37,0,0,False,10,1.6281158478433663e-05,True,False,0,BUSINESS,User_3215
ACC003216,57371.79,0.0002997179101427599,6,1017,0,13.13,30,6,24,False,4,9.781642588628005e-05,True,False,1,SAVINGS,User_3216
ACC003217,35703.59,0.0003430939201934852,1,1054,0,24.78,11,9,45,False,5,0.000245787201672581,False,False,0,BUSINESS,User_3217
ACC003218,43777.09,0.0005896023105518286,8,1028,0,24.81,47,13,39,False,3,0.00025073784529256094,True,False,0,SAVINGS,User_3218
ACC003219,64093.32,0.00036382522046881716,5,989,0,10.65,35,4,20,False,5,0.0001160984284613806,True,False,0,CURRENT,User_3219
ACC003220,40189.26,0.00042298866744327687,5,989,0,15.65,2,7,28,False,4,0.00011073745379429551,False,False,0,SAVINGS,User_3220
ACC003221,85583.58,5.0290731785028185e-05,6,1017,0,5.66,50,6,6,False,1,0.00015918259701604476,True,False,0,CURRENT,User_3221
ACC003222,18848.85,0.00010803599277285209,1,1054,0,6.55,42,3,12,False,4,3.7084343670833354e-05,True,False,0,SAVINGS,User_3222
ACC003223,12394.8,0.00011837764002291468,9,1048,0,4.57,46,3,9,False,3,6.215401200278061e-05,True,False,0,BUSINESS,User_3223
ACC003224,9190.32,0.00015129179721138196,4,992,0,12.63,12,7,21,False,3,0.0001172815678246866,True,False,0,SAVINGS,User_3224
ACC003225,54593.73,0.0002585995716559025,7,1027,0,13.11,39,6,24,False,4,8.549940884971643e-05,True,False,0,BUSINESS,User_3225
ACC003226,18245.03,0.0003769924689261401,8,1028,0,6.6,43,2,10,False,5,6.192991079143708e-05,True,False,0,SAVINGS,User_3226
ACC003227,68215.91,0.00033308901270865174,0,1045,0,15.76,11,11,22,False,2,0.00022283593573977183,False,False,0,SAVINGS,User_3227
ACC003228,69516.23,0.0003925409212027265,0,1045,0,16.66,15,9,27,False,3,0.00011605360316244829,True,False,0,BUSINESS,User_3228
ACC003229,28360.37,0.0006201882076002464,6,1017,0,24.69,10,5,45,False,9,0.0001251680392419579,True,False,0,CURRENT,User_3229
ACC003230,71156.52,0.005579297864276174,1,1054,0,100,6,12,624,True,52,0.0001415458418742362,True,True,4,CURRENT,User_3230
ACC003231,99253.66,0.0004128996129574551,7,1027,0,13.19,39,4,24,False,6,0.00015019487439551038,True,False,0,CURRENT,User_3231
ACC003232,41478.49,0.0005755342307753404,3,990,0,15.64,7,5,30,False,6,8.025221334004816e-05,False,False,1,BUSINESS,User_3232
ACC003233,96771.29,0.00015393406399800014,1,1054,0,9.6,48,7,14,False,2,8.028066208202386e-05,True,False,0,SAVINGS,User_3233
ACC003234,6082.37,0.00016666570625483248,7,1027,0,6.57,35,4,12,False,3,5.756117108284881e-05,True,False,0,CURRENT,User_3234
ACC003235,61335.62,0.0002225439335097353,6,1017,0,14.63,30,8,24,False,3,0.00010777135070404749,False,False,0,CURRENT,User_3235
ACC003236,28393.5,0.00024497927268689627,7,1027,0,14.61,49,8,24,False,3,8.743336850483216e-05,True,False,2,SAVINGS,User_3236
ACC003237,38643.23,0.00022899477018941788,4,992,0,10.64,14,5,20,False,4,0.00011920098345197209,True,False,1,SAVINGS,User_3237
ACC003238,1388.94,0.0009238153140074815,1,1054,1,38.66,7,7,70,False,10,7.219704871571854e-05,True,False,1,BUSINESS,User_3238
ACC003239,55455.74,0.00039777605388590157,6,1017,0,32.21,50,10,60,False,6,0.00016979546577617263,True,False,0,BUSINESS,User_3239
ACC003240,66138.15,0.0003042948555349411,2,1008,0,13.17,26,6,24,False,4,0.00014258818051481265,True,False,0,SAVINGS,User_3240
ACC003241,54063.75,0.00045052169857185136,0,1045,0,4.61,3,3,9,False,3,6.600565172983789e-05,True,False,0,BUSINESS,User_3241
ACC003242,97618.09,0.00011302444755728144,8,1028,0,10.61,31,11,11,False,1,9.381773818177405e-05,True,False,0,CURRENT,User_3242
ACC003243,92434.17,0.00014880312865828035,7,1027,0,10.57,39,5,20,False,4,5.188353041189054e-05,True,False,0,BUSINESS,User_3243
ACC003244,46644.04,0.0004025923609104688,7,1027,0,18.25,37,8,32,False,4,0.0002132277827877662,False,False,0,SAVINGS,User_3244
ACC003245,24537.59,0.0002820340994191671,0,1045,0,20.66,6,9,36,False,4,0.00013049609141391652,False,False,2,CURRENT,User_3245
ACC003246,79846.13,0.0001788219314452553,3,990,0,8.59,45,5,15,False,3,7.551593416062685e-05,True,False,0,SAVINGS,User_3246
ACC003247,85606.02,0.0003999272579876125,6,1017,0,10.65,45,4,20,False,5,0.00010888349199834058,True,False,0,CURRENT,User_3247
ACC003248,33991.62,0.00029485548316680036,4,992,1,14.58,5,5,25,False,5,5.212711260339238e-05,True,False,1,CURRENT,User_3248
ACC003249,65302.94,0.000984279010356232,4,992,0,10.68,33,6,18,False,3,7.680874380642359e-05,False,False,1,BUSINESS,User_3249
ACC003250,9406.51,0.00035410160859760694,7,1027,0,24.62,36,9,45,False,5,8.609116146872465e-05,False,False,0,SAVINGS,User_3250
ACC003251,59060.06,0.0001481827606205499,2,1008,0,11.12,32,8,16,False,2,0.00010348300287283131,True,False,0,CURRENT,User_3251
ACC003252,9582.73,0.00024815500466057755,0,1045,0,10.56,23,5,20,False,4,3.4540885609989e-05,False,False,0,CURRENT,User_3252
ACC003253,75092.04,0.0001920043329029089,8,1028,0,12.58,14,7,21,False,3,6.490903836634027e-05,True,False,0,CURRENT,User_3253
ACC003254,13773.35,0.001309115099812823,0,1045,0,15.78,45,7,28,False,4,0.00014650671983318863,True,False,0,BUSINESS,User_3254
ACC003255,41058.52,0.0007733993599479383,8,1028,0,54.74,35,13,104,False,8,0.0001592033172409215,True,False,0,SAVINGS,User_3255
ACC003256,98435.61,0.0002632016858573222,1,1054,0,25.09,26,6,48,False,8,6.0073165301439785e-05,False,False,0,BUSINESS,User_3256
ACC003257,2607.3,0.0003070523555075962,9,1048,0,15.61,5,4,28,False,7,7.475293829242979e-05,True,False,0,BUSINESS,User_3257
ACC003258,12244.01,0.00021728805464822247,7,1027,0,13.09,33,6,24,False,4,6.333214718088352e-05,False,False,1,BUSINESS,User_3258
ACC003259,88583.32,6.621283089802479e-05,6,1017,0,5.62,45,6,6,False,1,0.00011145909056221665,False,False,0,CURRENT,User_3259
ACC003260,68302.86,0.0005039731587946171,3,990,0,18.19,13,8,32,False,4,0.000137358702879847,True,False,0,SAVINGS,User_3260
ACC003261,5512.09,0.000635248211519546,6,1017,0,20.68,32,9,36,False,4,0.00011939650715050618,False,False,0,BUSINESS,User_3261
ACC003262,80542.48,0.0007238181855678731,2,1008,0,15.67,14,6,30,False,5,9.65180048093388e-05,False,False,0,BUSINESS,User_3262
ACC003263,92510.21,0.0006449504836225346,2,1008,0,27.72,17,10,50,False,5,0.00015075335935525096,False,False,0,SAVINGS,User_3263
ACC003264,27516.02,0.0004063501294607907,7,1027,0,18.21,1,8,32,False,4,0.00016896183423284732,True,False,0,SAVINGS,User_3264
ACC003265,59760.13,0.0006044703461091078,9,1048,0,18.21,1,8,32,False,4,0.00014629243044611155,True,False,0,SAVINGS,User_3265
ACC003266,54026.45,0.0003775730269879794,1,1054,0,15.63,2,4,28,False,7,9.137311477388694e-05,True,False,0,BUSINESS,User_3266
ACC003267,96596.27,0.0004963140549322751,1,1054,0,24.67,38,9,45,False,5,0.0001220987476759864,True,False,0,BUSINESS,User_3267
ACC003268,47193.55,4.602093722915432e-05,5,989,0,3.54,28,3,6,False,2,3.738660332333584e-05,False,False,0,SAVINGS,User_3268
ACC003269,48236.21,0.0003700111386477698,9,1048,0,18.68,38,7,35,False,5,0.000140322098513701,True,False,0,SAVINGS,User_3269
ACC003270,49989.77,0.0004116367727893512,4,992,0,25.71,29,11,44,False,4,0.00016554132941672887,True,False,0,CURRENT,User_3270
ACC003271,15202.68,0.0008367553908561451,6,1017,2,19.13,20,6,29,False,5,4.4834906917615494e-05,False,False,0,CURRENT,User_3271
ACC003272,31555.48,0.000225692533065282,2,1008,0,8.61,47,5,15,False,3,8.93936438052214e-05,False,False,0,SAVINGS,User_3272
ACC003273,92565.7,0.00032890245838426306,3,990,0,10.62,45,6,18,False,3,8.769088017593993e-05,False,False,0,CURRENT,User_3273
ACC003274,33264.94,0.00038733827286792117,7,1027,0,15.61,45,4,28,False,7,6.641391452009328e-05,False,False,0,SAVINGS,User_3274
ACC003275,71916.69,8.83454007368176e-05,5,989,0,5.53,41,1,6,False,6,2.6129601889613365e-05,False,False,0,CURRENT,User_3275
ACC003276,58057.29,0.00010300651625415761,3,990,0,8.56,5,3,15,False,5,4.5152103008817714e-05,True,False,0,BUSINESS,User_3276
ACC003277,36036.88,0.00023962843434578387,9,1048,0,15.64,28,7,28,False,4,0.00011131837557565271,True,False,0,SAVINGS,User_3277
ACC003278,93886.25,0.00023574118905338008,4,992,0,24.6,14,9,45,False,5,7.30943694893252e-05,True,False,1,SAVINGS,User_3278
ACC003279,71532.34,0.0002509221936968746,7,1027,0,5.1,47,2,8,False,4,7.877124556151736e-05,False,False,0,CURRENT,User_3279
ACC003280,28348.31,0.0002762670351373143,1,1054,0,16.63,50,9,27,False,3,9.838338627385352e-05,True,False,0,BUSINESS,User_3280
ACC003281,92887.02,0.0005751192327736211,6,1017,0,15.65,3,5,30,False,6,9.720414098753381e-05,False,False,0,SAVINGS,User_3281
ACC003282,98435.33,0.0005836821783034344,2,1008,0,21.68,47,6,42,False,7,0.00012585991167123175,True,False,1,SAVINGS,User_3282
ACC003283,25963.26,0.00011871661497226545,7,1027,0,9.62,12,7,14,False,2,0.00011121415554099364,True,False,0,SAVINGS,User_3283
ACC003284,12316.07,0.00034702649489039934,0,1045,0,13.17,42,6,24,False,4,0.00013404045245583675,False,False,1,CURRENT,User_3284
ACC003285,35672.11,0.0001803585673101967,2,1008,0,5.14,13,4,8,False,2,0.00012147136722972676,False,False,0,SAVINGS,User_3285
