accountNumber,balance,betweenness,communityId,communitySize,cycleCount,fraudScore,freq,inDegree,intermediateAccount,is_suspicious,outDegree,pagerank,regularIntervalTransaction,suspicious,triangleCount,type,user,fraud_score
ACC002218,15220.57,0.0,6,1017,0,0.05,26,4,0,False,0,5.455199006795667e-05,False,False,0,BUSINESS,User_2218,0.09742721774003855
ACC002219,2276.83,9.90763318560984e-05,7,1027,0,3.56,38,1,4,False,4,5.1501712178621984e-05,False,False,0,BUSINESS,User_2219,0.1259370570412636
ACC002220,13852.35,0.0002435217352815,1,1054,0,12.65,22,7,21,False,3,0.0001226476935244,True,False,0,BUSINESS,User_2220,0.07488727264092826
ACC002221,23337.62,0.0001399232785239,6,1017,0,5.08,25,4,8,False,2,6.101439221956286e-05,True,False,0,BUSINESS,User_2221,0.03455680942174467
ACC002222,35558.91,0.0002861046748465,4,992,2,16.16,26,7,20,False,3,0.0001266937305165,False,False,0,BUSINESS,User_2222,0.2379026485468007
ACC002223,88361.25,0.0004517951837826,9,1048,0,12.6,49,5,25,False,5,5.9101072250241375e-05,False,False,0,SAVINGS,User_2223,0.11228495133740063
ACC002224,73406.22,0.000320600561422,5,989,0,13.11,13,6,24,False,4,8.115187314116082e-05,False,False,0,CURRENT,User_2224,0.02170709204903283
ACC002225,10050.35,0.0001434864335075,9,1048,0,15.58,22,7,28,False,4,6.833877344817608e-05,False,False,0,BUSINESS,User_2225,0.075031725250534
ACC002226,44203.81,0.0005520005843215,1,1054,0,13.21,16,6,24,False,4,0.0001538038023162,True,False,0,SAVINGS,User_2226,0.07453640318528026
ACC002227,85194.21,0.0005378180279062,8,1028,0,30.64,43,11,55,False,5,8.911861721627932e-05,True,False,0,CURRENT,User_2227,0.1422155359678771
ACC002228,74355.15,0.0002827748532587,0,1045,0,18.61,39,7,35,False,5,8.360503718465421e-05,True,False,0,CURRENT,User_2228,0.0734689200397295
ACC002229,92387.41,2.832817525977e-05,2,1008,0,3.53,37,2,6,False,3,2.9291849759864265e-05,True,False,0,CURRENT,User_2229,0.1368315426999337
ACC002230,6975.77,0.0006456303556852,5,989,1,17.75,24,6,30,False,5,0.0001886963358762,True,False,1,BUSINESS,User_2230,0.2865869074678445
ACC002231,9205.1,0.0001830297452649,9,1048,0,13.08,20,4,24,False,6,5.957802095588741e-05,False,False,0,BUSINESS,User_2231,0.0897691317539201
ACC002232,11818.28,0.0008085937543854,4,992,0,13.15,48,4,24,False,6,7.372518242637552e-05,True,False,0,BUSINESS,User_2232,0.12463174932717157
ACC002233,10350.98,0.0001170433860411,0,1045,0,8.05,6,4,16,False,4,4.0244721862335074e-05,False,False,0,CURRENT,User_2233,0.12881039199670893
ACC002234,70482.22,0.0002665314611844,7,1027,0,10.6,49,4,20,False,5,6.871632844429143e-05,False,False,0,BUSINESS,User_2234,0.05406603907986227
ACC002235,62288.28,0.0001930223459867,2,1008,0,18.59,35,7,35,False,5,7.538115724135713e-05,True,False,0,BUSINESS,User_2235,0.04621822638516677
ACC002236,62722.32,0.0002703230739631,9,1048,0,15.64,13,7,28,False,4,0.0001173262369178,True,False,0,CURRENT,User_2236,0.05487031610641498
ACC002237,1674.81,0.0003080077222102,6,1017,0,18.11,44,6,36,False,6,8.009062619977884e-05,False,False,1,CURRENT,User_2237,0.12694826017904023
ACC002238,5955.24,0.0002362286865975,6,1017,0,18.09,24,8,32,False,4,6.775781014341643e-05,True,False,0,CURRENT,User_2238,0.05103037089736603
ACC002239,52436.8,0.0001478327577418,1,1054,0,8.07,41,4,16,False,4,5.693238202435447e-05,True,False,0,CURRENT,User_2239,0.05868185520164145
ACC002240,24911.56,0.0002490849147115,3,990,0,10.58,50,3,18,False,6,5.0600386055544144e-05,False,False,0,CURRENT,User_2240,0.11212726503125074
ACC002241,56475.98,0.000142484866804,3,990,0,8.6,23,5,15,False,3,8.275021826754815e-05,True,False,0,BUSINESS,User_2241,0.016322595320093967
ACC002242,87585.21,0.0001130910988001,7,1027,0,9.59,40,7,14,False,2,8.112568737718433e-05,True,False,1,BUSINESS,User_2242,0.10833497504035997
ACC002243,5261.83,0.0042182028848718,4,992,3,100.0,14,9,476,True,53,0.0001641021935535,False,True,2,CURRENT,User_2243,0.9982012992036726
ACC002244,31464.65,0.0001153130010038,2,1008,0,8.54,2,5,15,False,3,3.1053114901060335e-05,False,False,0,CURRENT,User_2244,0.07953186386288207
ACC002245,64560.64,0.0001789797667071,9,1048,0,6.56,5,3,12,False,4,4.672101160486663e-05,True,False,0,BUSINESS,User_2245,0.09131663719611717
ACC002246,63107.97,0.0030171433029839,5,989,0,100.0,39,5,330,True,66,5.944597296165249e-05,False,True,4,BUSINESS,User_2246,0.8113310512267053
ACC002247,99594.34,0.0002095600761736,1,1054,0,15.58,23,5,30,False,6,6.285329848738348e-05,False,False,0,BUSINESS,User_2247,0.09516650545575134
ACC002248,73390.68,6.267791346090632e-05,4,992,0,3.58,8,3,6,False,2,7.072335365625511e-05,True,False,1,CURRENT,User_2248,0.13509359900948537
ACC002249,24741.87,0.0002960215182932,7,1027,0,18.64,13,7,35,False,5,0.0001054648708491,True,False,1,SAVINGS,User_2249,0.06984958078864481
ACC002250,46006.42,0.0019600731967904,1,1054,0,33.91,49,12,60,False,5,0.0002176056350483,True,False,1,BUSINESS,User_2250,0.4115344190450946
ACC002251,36707.45,0.0008661572990642,4,992,0,41.2,10,10,80,False,8,0.0001137989752755,True,False,0,CURRENT,User_2251,0.17370712473055921
ACC002252,27363.95,0.0005345202634465,1,1054,0,42.68,21,13,78,False,6,0.000122527174257,True,False,1,CURRENT,User_2252,0.27252190123481984
ACC002253,36564.85,0.0002306994654374,1,1054,0,18.15,18,8,32,False,4,0.0001261099125306,False,False,0,SAVINGS,User_2253,0.07075376257900569
ACC002254,39885.08,0.0006966198858316,1,1054,0,20.84,22,9,36,False,4,0.0002662375925547,False,False,0,SAVINGS,User_2254,0.20149928873047196
ACC002255,81907.59,0.0001671080735811,2,1008,0,10.6,8,6,18,False,3,8.692959001971003e-05,True,False,0,SAVINGS,User_2255,0.05680718906164769
ACC002256,8987.3,0.0001659378865547,6,1017,0,12.55,39,3,21,False,7,3.762171449029916e-05,True,False,0,SAVINGS,User_2256,0.0935495096374618
ACC002257,1230.71,0.0019319561439456,6,1017,0,100.0,1,4,236,True,59,4.2229660249351386e-05,True,True,2,CURRENT,User_2257,0.761219997413999
ACC002258,4358.51,0.0013542529673743,6,1017,0,32.25,21,10,60,False,6,0.0001110975737455,True,False,1,CURRENT,User_2258,0.19539237348552152
ACC002259,99277.75,0.0015710378873148,8,1028,0,18.88,6,10,30,False,3,0.0002215241628479,False,False,0,CURRENT,User_2259,0.250504457771341
ACC002260,17719.71,0.0005241489401493,9,1048,0,20.69,16,9,36,False,4,0.0001386903687188,True,False,1,BUSINESS,User_2260,0.16107235420518726
ACC002261,16151.91,0.0004457278344204,0,1045,0,15.62,32,5,30,False,6,7.182317485546155e-05,True,False,0,SAVINGS,User_2261,0.0808539282823249
ACC002262,10305.98,0.0003256036803152,3,990,0,15.6,1,4,28,False,7,7.056392850101659e-05,False,False,0,BUSINESS,User_2262,0.11368715100694227
ACC002263,15568.81,0.000298451828817,3,990,0,18.16,15,8,32,False,4,0.0001296274457363,True,False,0,SAVINGS,User_2263,0.058578160198789336
ACC002264,6025.58,0.0,4,992,0,0.1,50,4,0,False,0,0.0001044998216047,False,False,0,BUSINESS,User_2264,0.18382548302242704
ACC002265,33680.55,0.0001772918808921,5,989,0,6.57,20,4,12,False,3,5.392308475924583e-05,True,False,0,BUSINESS,User_2265,0.03394836832911864
ACC002266,29109.8,0.0011067579156779,6,1017,0,36.79,37,10,70,False,7,0.000180647418024,True,False,0,CURRENT,User_2266,0.18967186689111268
ACC002267,94015.65,0.000341480332749,9,1048,0,18.75,6,13,26,False,2,0.0002139992685397,True,False,1,CURRENT,User_2267,0.32573740168339255
ACC002268,92277.43,0.0004902779580564,2,1008,0,25.65,27,11,44,False,4,0.000102263829813,False,False,2,SAVINGS,User_2268,0.23307741950545413
ACC002269,49318.96,0.0002643420361786,9,1048,0,12.6,6,5,25,False,5,7.197139496544728e-05,False,False,0,BUSINESS,User_2269,0.06789306192240652
ACC002270,40002.96,7.034118318305498e-05,6,1017,0,7.63,16,8,8,False,1,0.0001199058228281,True,False,0,BUSINESS,User_2270,0.05653288874715547
ACC002271,87535.6,0.0002244396061972,3,990,0,8.25,20,6,12,False,2,0.0002283434292211,False,False,0,CURRENT,User_2271,0.11318468807686226
ACC002272,12029.05,0.0001148946544459,2,1008,0,6.59,19,4,12,False,3,7.873519958380159e-05,False,False,0,CURRENT,User_2272,0.05347585056812701
ACC002273,54837.85,0.0001664616351602,5,989,0,8.6,39,3,15,False,5,8.60123728323587e-05,False,False,0,BUSINESS,User_2273,0.03890571973517003
ACC002274,47688.41,0.0014399752345275,5,989,0,25.24,7,6,48,False,8,9.755101824634808e-05,True,False,0,BUSINESS,User_2274,0.1413467260256764
ACC002275,75511.37,0.0003019612714871,2,1008,0,10.6,50,5,20,False,4,6.950950549178159e-05,True,False,0,CURRENT,User_2275,0.08945267295105135
ACC002276,96187.0,0.0007255208881656,7,1027,0,21.78,31,8,40,False,5,0.000209268772291,True,False,0,BUSINESS,User_2276,0.12872658869066447
ACC002277,28422.41,0.0003266871848696,4,992,0,16.63,15,9,27,False,3,9.519715465781703e-05,True,False,1,CURRENT,User_2277,0.10127840601893612
ACC002278,74533.36,7.143158039880748e-05,7,1027,0,9.64,19,10,10,False,1,0.0001336124898898,False,False,0,SAVINGS,User_2278,0.0802250865239745
ACC002279,79307.9,0.0010124438036116,6,1017,0,13.16,39,4,24,False,6,6.267337739915029e-05,False,False,0,SAVINGS,User_2279,0.08127489790294358
ACC002280,46124.76,0.0006552864180961,8,1028,0,18.13,46,4,32,False,8,6.164071235657364e-05,False,False,0,SAVINGS,User_2280,0.08798226706668154
ACC002281,46418.32,0.0012224857222216,7,1027,1,9.86,14,8,8,False,1,0.0002401412753283,False,False,1,CURRENT,User_2281,0.35667567382124177
ACC002282,85043.23,0.0001703519196923,3,990,0,13.1,26,6,24,False,4,8.214815316864767e-05,True,False,0,SAVINGS,User_2282,0.027653976708948615
ACC002283,91490.76,0.0002395594733491,3,990,0,25.65,7,11,44,False,4,0.0001214544806091,True,False,0,CURRENT,User_2283,0.14191972629799904
ACC002284,47116.68,0.0001188263782692,2,1008,0,8.56,3,3,15,False,5,4.978677514052794e-05,True,False,0,SAVINGS,User_2284,0.08331941433627979
ACC002285,98379.6,0.0005148949274338,5,989,0,18.15,34,8,32,False,4,9.92537143339186e-05,False,False,0,SAVINGS,User_2285,0.07346222546466649
ACC002286,26789.47,0.0001031764426983,3,990,0,8.07,33,4,16,False,4,5.753289777032247e-05,True,False,0,SAVINGS,User_2286,0.03303085617487103
ACC002287,26732.58,0.0007716297977989,8,1028,0,12.8,26,5,25,False,5,0.0002246902637116,False,False,0,SAVINGS,User_2287,0.12418721400223495
ACC002288,68968.76,8.283290777196695e-05,7,1027,0,6.54,49,3,12,False,4,2.7152840972418535e-05,False,False,0,BUSINESS,User_2288,0.09129854599160624
ACC002289,24440.1,0.0023420586524169,7,1027,0,100.0,21,3,189,True,63,6.892175459341735e-05,False,True,1,BUSINESS,User_2289,0.6189760622972815
ACC002290,3677.8,8.739768766585807e-05,3,990,0,6.58,17,5,10,False,2,7.258228438199643e-05,False,False,0,BUSINESS,User_2290,0.07373827240692246
ACC002291,3712.76,0.0007534508494875,2,1008,0,18.72,26,7,35,False,5,0.0001473676239473,True,False,1,SAVINGS,User_2291,0.13966974387624345
ACC002292,2301.77,0.0002819724781294,8,1028,0,15.66,4,7,28,False,4,0.000131022166848,False,False,1,SAVINGS,User_2292,0.13042604783210293
ACC002293,98550.96,0.0002190426040047,9,1048,0,10.6,18,5,20,False,4,7.358606869789199e-05,False,False,0,SAVINGS,User_2293,0.07755832660738411
ACC002294,57603.65,0.0007219191227712,6,1017,1,34.16,3,10,60,False,6,9.208534206971596e-05,False,False,1,BUSINESS,User_2294,0.2981633401986539
ACC002295,21375.18,0.0001744221524709,4,992,0,6.57,44,4,12,False,3,5.743558440435061e-05,False,False,0,CURRENT,User_2295,0.05937589827393158
ACC002296,1915.81,0.0001903046715557,4,992,0,15.55,9,5,30,False,6,2.991982995338601e-05,True,False,0,CURRENT,User_2296,0.1102992381134626
ACC002297,60581.63,0.0004269732904844,7,1027,0,8.11,48,6,12,False,2,6.966635654202918e-05,True,False,0,CURRENT,User_2297,0.0682882644824384
ACC002298,18886.04,0.0005239199299554,8,1028,0,27.73,13,10,50,False,5,0.0001806137386883,False,False,0,SAVINGS,User_2298,0.11538635110235326
ACC002299,24258.24,7.631911221876297e-05,1,1054,0,3.58,48,4,4,False,1,7.319468385503493e-05,True,False,0,BUSINESS,User_2299,0.13990522572190278
ACC002300,78913.77,0.0003256499657041,2,1008,0,15.68,41,5,30,False,6,0.0001439975885939,False,False,0,CURRENT,User_2300,0.06251025449443584
ACC002301,36669.48,0.0010407596763368,9,1048,0,14.22,49,10,20,False,2,0.0001129884028218,False,False,1,CURRENT,User_2301,0.23011949035008222
ACC002302,35404.1,0.0015147319043524,2,1008,0,61.25,4,10,120,False,12,0.0001002782124836,True,False,1,CURRENT,User_2302,0.3042220595436939
ACC002303,17978.16,0.000649510533873,9,1048,0,28.74,4,9,54,False,6,0.0001789493400889,False,False,0,CURRENT,User_2303,0.1920545616499574
ACC002304,49407.04,0.0003133711122716,3,990,0,10.61,4,6,18,False,3,8.171496613348965e-05,True,False,0,SAVINGS,User_2304,0.0493369697994543
ACC002305,49923.03,0.0002407710422397,2,1008,1,10.63,11,5,15,False,3,0.0001016450649137,True,False,1,SAVINGS,User_2305,0.24547979681619067
ACC002306,50977.16,0.0002208368334148,1,1054,0,10.59,7,5,20,False,4,7.179327099329819e-05,True,False,0,BUSINESS,User_2306,0.06779238487933388
ACC002307,38769.84,9.632670706975024e-05,4,992,0,8.57,6,5,15,False,3,5.810965026724633e-05,True,False,0,SAVINGS,User_2307,0.043892451834632085
ACC002308,33763.81,0.0003851869824115,4,992,0,10.66,45,6,18,False,3,0.000116836018932,False,False,0,CURRENT,User_2308,0.04859275305862378
ACC002309,19329.67,0.0001712090722289,4,992,0,12.57,24,5,25,False,5,5.276024249646233e-05,False,False,0,CURRENT,User_2309,0.03549928545438085
ACC002310,8162.08,6.624348712057799e-05,6,1017,0,3.54,43,2,6,False,3,3.609047013824998e-05,False,False,0,SAVINGS,User_2310,0.11206428102675503
ACC002311,1314.94,0.0007120095315184,7,1027,0,21.63,50,5,40,False,8,6.376509698527343e-05,False,False,0,BUSINESS,User_2311,0.17176323894587908
ACC002312,61014.37,0.0004159774914166,9,1048,0,9.69,7,7,14,False,2,0.0001513952550415,False,False,0,SAVINGS,User_2312,0.09500544812435151
ACC002313,97106.25,0.0002050642713217,9,1048,0,8.1,41,4,16,False,4,7.968700987472338e-05,True,False,0,BUSINESS,User_2313,0.09991846173814824
ACC002314,56633.71,0.0001827248338393,0,1045,0,8.08,38,4,16,False,4,6.548440999193549e-05,False,False,1,SAVINGS,User_2314,0.11927119452120889
ACC002315,31242.29,0.0002187889649351,9,1048,0,14.66,12,8,24,False,3,0.0001414949324503,True,False,0,SAVINGS,User_2315,0.0750381138977403
ACC002316,68891.49,0.0002317658650574,3,990,0,8.07,45,4,16,False,4,4.6441668532513255e-05,False,False,0,BUSINESS,User_2316,0.05449299631451988
ACC002317,56132.65,0.0010946622251725,5,989,0,15.71,5,7,28,False,4,0.0001016310720338,True,False,0,CURRENT,User_2317,0.09658678390284171
ACC002318,7004.25,0.0008212096251544,0,1045,0,15.67,17,4,28,False,7,8.443321947785697e-05,True,False,0,CURRENT,User_2318,0.13109943515598096
ACC002319,27403.28,0.0003018519569372,2,1008,0,18.1,23,6,36,False,6,7.131078157001816e-05,False,False,0,BUSINESS,User_2319,0.03928012644882746
ACC002320,25702.52,0.0005103175656295,9,1048,0,35.67,46,11,66,False,6,0.0001230480613091,True,False,1,CURRENT,User_2320,0.24566783642934634
ACC002321,85766.91,0.0001031191945745,8,1028,0,5.1,20,4,8,False,2,9.1223617924879e-05,False,False,0,CURRENT,User_2321,0.03650811317777114
ACC002322,67649.52,0.0002829247682797,3,990,0,10.63,40,5,20,False,4,0.0001009995007072,True,False,0,BUSINESS,User_2322,0.03000226518747435
ACC002323,89461.36,0.001012258227325,2,1008,0,18.27,18,8,32,False,4,0.0001687056065726,False,False,0,SAVINGS,User_2323,0.1148181657899357
ACC002324,25898.57,0.0006364526435901,7,1027,0,13.14,22,4,24,False,6,7.365923181113618e-05,True,False,0,BUSINESS,User_2324,0.04084600267000276
ACC002325,80553.38,0.0004038323553482,6,1017,0,12.62,35,5,25,False,5,8.223793424116711e-05,False,False,0,SAVINGS,User_2325,0.01613526876214262
ACC002326,71632.86,5.688107213084884e-05,4,992,0,4.55,15,5,5,False,1,4.102386704016722e-05,False,False,0,BUSINESS,User_2326,0.06373483656450195
ACC002327,95022.61,0.0002802468358891,6,1017,0,21.58,46,7,42,False,6,4.9563651301976835e-05,True,False,0,BUSINESS,User_2327,0.10836678434382195
ACC002328,39423.16,0.0003090651146862,7,1027,0,18.14,30,8,32,False,4,0.0001101314265073,True,False,0,SAVINGS,User_2328,0.022494706278681848
ACC002329,17628.93,0.000238743465879,3,990,0,8.08,22,2,12,False,6,5.778784354144206e-05,True,False,0,BUSINESS,User_2329,0.06412584616343056
ACC002330,63964.01,0.0003915412859058,4,992,0,10.65,40,6,18,False,3,0.0001151015828268,True,False,0,BUSINESS,User_2330,0.03354819460959578
ACC002331,21440.34,0.0002777216198154,8,1028,0,13.11,10,6,24,False,4,8.003014837252289e-05,True,False,1,CURRENT,User_2331,0.08575926022004196
ACC002332,75097.9,0.0002132463068223,0,1045,0,15.72,37,11,22,False,2,0.0001940967043062,False,False,0,BUSINESS,User_2332,0.1827660788300872
ACC002333,84335.18,6.0419881790463413e-05,5,989,0,8.08,19,6,12,False,2,6.904884874795734e-05,True,False,0,CURRENT,User_2333,0.049841250819442864
ACC002334,64663.75,0.001772426536593,7,1027,0,20.89,50,9,36,False,4,0.0002113121666183,True,False,1,CURRENT,User_2334,0.27972637037863524
ACC002335,66583.24,0.0,5,989,0,0.03,23,5,0,False,0,2.821791949370603e-05,False,False,0,BUSINESS,User_2335,0.09580805325303751
ACC002336,38428.75,0.0005395065006284,6,1017,0,28.63,26,6,54,False,9,7.302165162486621e-05,True,False,1,CURRENT,User_2336,0.11383506574543623
ACC002337,28070.25,0.000201371342066,5,989,0,6.58,36,4,12,False,3,5.498195268221979e-05,False,False,0,SAVINGS,User_2337,0.036602684229365474
ACC002338,16297.73,0.0003327417712304,5,989,0,8.14,3,4,16,False,4,0.0001094171959451,True,False,0,SAVINGS,User_2338,0.07287365566470962
ACC002339,25029.72,0.0001334341117071,1,1054,0,8.09,12,4,16,False,4,7.211881092676819e-05,True,False,0,BUSINESS,User_2339,0.06593421894333648
ACC002340,56451.24,0.0003849202968841,2,1008,0,18.16,12,8,32,False,4,0.0001239885683831,False,False,1,SAVINGS,User_2340,0.08099007640775015
ACC002341,42948.83,0.0007661910224575,3,990,1,17.65,21,7,28,False,4,7.495270592951704e-05,False,False,1,SAVINGS,User_2341,0.23512788738402296
ACC002342,66165.03,0.0010818960833907,0,1045,0,13.2,36,6,24,False,4,8.898099831737872e-05,True,False,0,BUSINESS,User_2342,0.0971205276817475
ACC002343,1506.21,0.0001354916251926,0,1045,0,6.56,45,3,12,False,4,4.974104925803379e-05,True,False,0,BUSINESS,User_2343,0.14038281111803236
ACC002344,5220.36,8.804286520787648e-05,6,1017,0,8.11,4,6,12,False,2,9.761661217937378e-05,True,False,0,BUSINESS,User_2344,0.086133836669844
ACC002345,1644.65,0.0009097907743614,3,990,0,45.82,23,11,88,False,8,0.000227711570732,True,False,0,SAVINGS,User_2345,0.2815359813842501
ACC002346,81524.96,0.0008002135183093,2,1008,0,20.79,10,11,33,False,3,0.0002135212703609,True,False,0,CURRENT,User_2346,0.1911713174279138
ACC002347,98550.46,0.0007726301509352,2,1008,0,24.94,28,7,49,False,7,0.0003645591731645,False,False,0,BUSINESS,User_2347,0.24722104950955362
ACC002348,88127.79,0.0001659840534446,0,1045,0,10.59,10,5,20,False,4,7.126556009878796e-05,True,False,0,BUSINESS,User_2348,0.07665595521243873
ACC002349,97503.26,3.768908440829731e-05,3,990,0,6.57,37,7,7,False,1,6.805093277884847e-05,True,False,1,CURRENT,User_2349,0.17677560950002036
ACC002350,39294.3,0.0002188145771449,6,1017,0,12.61,16,5,25,False,5,8.3789546630811e-05,True,False,1,SAVINGS,User_2350,0.056533789890285686
ACC002351,84537.3,0.0003883468262926,9,1048,0,18.63,36,5,35,False,7,8.956027813028328e-05,False,False,0,CURRENT,User_2351,0.08965674356333957
ACC002352,97172.98,0.000169929627827,1,1054,0,8.05,1,4,16,False,4,3.640851176342502e-05,True,False,0,CURRENT,User_2352,0.14919073193974536
ACC002353,66778.72,0.0004498813277226,0,1045,0,24.63,37,5,45,False,9,8.477757131179874e-05,True,False,1,SAVINGS,User_2353,0.1602334339893485
ACC002354,2997.48,0.0002580150018296,9,1048,0,8.11,44,4,16,False,4,8.451730044156708e-05,True,False,0,BUSINESS,User_2354,0.10637958877829605
ACC002355,4445.32,0.0001970219133439,7,1027,0,13.07,32,6,24,False,4,5.376188843755231e-05,True,False,0,BUSINESS,User_2355,0.04907970708883735
ACC002356,41183.76,0.0001582525876758,0,1045,0,8.14,46,6,12,False,2,0.0001241386498568,False,False,0,BUSINESS,User_2356,0.099587537151567
ACC002357,34940.96,0.0004709793310865,6,1017,0,3.62,21,4,4,False,1,7.184671605445342e-05,True,False,0,CURRENT,User_2357,0.05312017597730083
ACC002358,15022.54,0.0003028733025659,0,1045,0,8.27,32,6,12,False,2,0.0002401294542586,False,False,0,SAVINGS,User_2358,0.17394293620095758
ACC002359,61522.49,0.0002340238321556,4,992,0,15.58,25,7,28,False,4,5.322809993970861e-05,True,False,0,CURRENT,User_2359,0.031151576671047194
ACC002360,33901.1,0.0005933036927438,5,989,0,15.7,29,7,28,False,4,0.0001430483680728,True,False,0,BUSINESS,User_2360,0.04308513120797446
ACC002361,43508.89,5.222218229619632e-05,2,1008,0,6.53,28,2,10,False,5,2.0816223707512823e-05,False,False,0,BUSINESS,User_2361,0.09747235100280263
ACC002362,93591.59,0.0003060457613744,1,1054,2,11.57,47,4,15,False,4,4.213393599838301e-05,False,False,0,SAVINGS,User_2362,0.3132744636764944
ACC002363,63439.81,4.461268622186719e-05,7,1027,0,3.56,29,3,6,False,2,5.8330431154352345e-05,False,False,0,CURRENT,User_2363,0.030723920731139533
ACC002364,57585.18,0.0001109673420819,9,1048,0,5.07,18,4,8,False,2,5.497912367424779e-05,True,False,0,SAVINGS,User_2364,0.05697768315345329
ACC002365,2044.14,0.0003186183803367,0,1045,0,24.71,8,9,45,False,5,0.0001818430805392,True,False,0,SAVINGS,User_2365,0.1875867272909253
ACC002366,14509.44,0.0050288498863138,8,1028,0,100.0,5,5,290,True,58,9.249369989473276e-05,True,True,5,CURRENT,User_2366,0.8845696645302918
ACC002367,74756.9,0.0004325594504713,8,1028,0,24.58,18,5,45,False,9,4.069328125244506e-05,False,False,0,BUSINESS,User_2367,0.07928128079832683
ACC002368,64642.99,0.0003707170494647,8,1028,0,10.66,31,5,20,False,4,0.0001210843397958,False,False,0,CURRENT,User_2368,0.0123517168179054
ACC002369,26243.41,0.00067419627142,1,1054,1,23.79,19,7,42,False,6,0.0002243802090168,False,False,1,CURRENT,User_2369,0.36560477095031263
ACC002370,47378.83,0.0002696820921149,7,1027,0,18.14,34,8,32,False,4,0.0001128644169245,True,False,0,BUSINESS,User_2370,0.023205203687580712
ACC002371,16536.65,0.0012738637900328,0,1045,0,22.77,29,12,36,False,3,0.0001381416564991,True,False,1,SAVINGS,User_2371,0.2731882994936692
ACC002372,62036.29,0.0001504471781933,2,1008,0,10.59,40,6,18,False,3,7.134997860258545e-05,False,False,0,BUSINESS,User_2372,0.03974536613219736
ACC002373,36490.46,0.0063896855970286,9,1048,1,100.0,35,8,560,True,70,0.0003174017957578,False,True,3,BUSINESS,User_2373,1.0
ACC002374,12199.49,0.0002108044926678,7,1027,0,15.57,49,7,28,False,4,4.53915904044141e-05,False,False,2,SAVINGS,User_2374,0.19843604127104067
ACC002375,81925.6,0.0019743103603127,0,1045,0,100.0,7,4,268,True,67,7.653159102731872e-05,False,True,4,CURRENT,User_2375,0.8297676204356974
ACC002376,12958.3,0.0,3,990,0,0.02,45,0,0,False,5,1.6281158478433663e-05,True,False,0,CURRENT,User_2376,0.2018824784969566
ACC002377,43282.97,0.000365002571901,6,1017,0,21.64,36,7,42,False,6,0.0001046196747927,True,False,0,CURRENT,User_2377,0.028879193816367634
ACC002378,88267.95,0.0004668806093567,8,1028,0,32.65,30,9,63,False,7,0.0001024140637074,False,False,0,SAVINGS,User_2378,0.09857841084401654
ACC002379,58240.39,0.000917020487413,6,1017,0,28.35,21,12,48,False,4,0.0002553348086895,False,False,0,BUSINESS,User_2379,0.18400580731887747
ACC002380,31008.05,0.001164427040888,4,992,0,10.77,14,5,20,False,4,0.0001488391317696,True,False,0,SAVINGS,User_2380,0.09190661677388598
ACC002381,69237.69,0.0002052416418765,9,1048,0,10.6,27,6,18,False,3,7.695527128712696e-05,False,False,0,SAVINGS,User_2381,0.04050683001804454
ACC002382,36275.67,0.0003910833671956,0,1045,0,8.85,38,9,9,False,1,0.0003119342863,True,False,0,BUSINESS,User_2382,0.22210384913147227
ACC002383,51871.83,0.0002173786655788,2,1008,0,12.56,2,5,25,False,5,3.4660380481317104e-05,False,False,1,BUSINESS,User_2383,0.12732032078274752
ACC002384,9172.31,0.0007792815329424,9,1048,0,50.18,15,12,96,False,8,0.0001023071297167,True,False,1,CURRENT,User_2384,0.31802228065857624
ACC002385,79960.97,0.0,3,990,0,0.12,49,5,0,False,0,0.0001170352158633,False,False,0,CURRENT,User_2385,0.1535674384859193
ACC002386,9010.92,0.0003140882626756,8,1028,0,12.61,38,5,25,False,5,7.872607629229941e-05,False,False,0,BUSINESS,User_2386,0.04717901446614548
ACC002387,89686.73,0.0002191092532984,0,1045,0,13.07,16,4,24,False,6,4.657249063485754e-05,False,False,0,SAVINGS,User_2387,0.09734163955916864
ACC002388,57842.28,8.235706244319452e-05,4,992,0,4.57,27,3,9,False,3,6.14919539345187e-05,False,False,0,SAVINGS,User_2388,0.03195746554903246
ACC002389,85612.97,0.0003955826094416,5,989,0,26.75,40,14,42,False,3,0.0002126889827361,True,False,0,SAVINGS,User_2389,0.22469805461877443
ACC002390,92594.98,0.0003075004381873,5,989,0,10.64,50,3,18,False,6,0.0001132400726903,False,False,0,CURRENT,User_2390,0.11675165220409996
ACC002391,53019.77,0.0003996830614808,4,992,0,13.15,23,4,24,False,6,0.0001121454030748,True,False,0,SAVINGS,User_2391,0.02690845111700299
ACC002392,39273.02,0.0007432583080285,4,992,0,24.74,46,7,49,False,7,0.0001706180690651,False,False,0,CURRENT,User_2392,0.11909357562920761
ACC002393,61713.06,0.0003843417209651,4,992,0,13.12,28,6,24,False,4,7.780249269337438e-05,True,False,0,BUSINESS,User_2393,0.014940644027593705
ACC002394,99990.33,0.0005066991773751,2,1008,0,15.78,24,7,28,False,4,0.0002299276830244,True,False,0,CURRENT,User_2394,0.14297447626069074
ACC002395,16908.79,0.0001742803223073,9,1048,0,8.04,36,2,12,False,6,2.317304474078742e-05,True,False,0,BUSINESS,User_2395,0.13936726669013558
ACC002396,58950.46,0.0002239219126329,7,1027,0,18.16,5,8,32,False,4,0.0001348072142341,True,False,0,BUSINESS,User_2396,0.0543062829263531
